id,event_type,event_cause,status,latitude,longitude,corridor,zone,police_station,direction,junction,start_datetime,hour_of_day,day_of_week,is_weekend,month,is_peak_hour,is_night,time_bin,has_vehicle,event_span_km,requires_road_closure,priority,severity_tier,veh_type,description,duration_to_close_min
FKID001876,unplanned,vehicle_breakdown,closed,12.9682253,77.5679771,Non-corridor,Unknown,Chamarajpet,unknown,unknown,2024-02-23 04:55:26.998000+00:00,10,4,0,2,1,0,morning_rush,1,0.0,False,Low,Low,bmtc_bus,,
FKID001877,unplanned,others,closed,12.9773929,77.5641878,Magadi Road,Central Zone 2,Magadi Road,unknown,LeprosyhospitalJunc,2023-11-29 06:53:23.633000+00:00,12,2,0,11,0,0,midday,0,0.0,False,High,High,none,traffic jaam,
FKID001878,unplanned,vehicle_breakdown,resolved,13.0012616,77.6190522,Airport New South Road,Unknown,Pulikeshinagar(F.Town),unknown,unknown,2024-02-23 09:12:21.598000+00:00,14,4,0,2,0,0,midday,1,0.0,False,High,High,bmtc_bus,not start,
FKID001879,unplanned,pot_holes,closed,12.9297295,77.6329641,Non-corridor,Unknown,Adugodi,unknown,unknown,2024-02-23 20:28:22.820000+00:00,1,5,1,2,0,1,late_night,0,0.0,False,Low,Low,none,pathole,
FKID001880,unplanned,vehicle_breakdown,closed,13.0417472,77.5470996,ORR North 2,Unknown,Jalahalli,unknown,unknown,2024-02-23 08:28:42.411000+00:00,13,4,0,2,0,0,midday,1,0.0,False,High,High,truck,gare not changing,
FKID001881,unplanned,vehicle_breakdown,closed,13.0395592,77.519242,Tumkur Road,Unknown,Peenya,unknown,unknown,2024-02-23 08:32:02.610000+00:00,14,4,0,2,0,0,midday,1,0.0,False,High,High,lcv,jalahalli metro station on lcv vehicle off-road towards city traffic one side movement,
FKID001882,unplanned,congestion,closed,13.0444623,77.5821031,ORR North 2,Unknown,Kodigehalli,unknown,unknown,2024-02-23 05:49:42.201000+00:00,11,4,0,2,0,0,midday,0,0.0,False,High,High,none,kride work at [location] to bhadrapp layout sir traffic slow moving sir,
FKID001883,unplanned,vehicle_breakdown,closed,12.971819,77.6067273,Mysore Road,Unknown,Ashok Nagar,unknown,unknown,2024-02-23 05:49:21.902000+00:00,11,4,0,2,0,0,midday,1,0.0,False,High,High,bmtc_bus,traffic littlebit slow sir..🙏,
FKID001884,unplanned,vehicle_breakdown,closed,13.0096217,77.5271817,Non-corridor,Unknown,Rajajinagar,unknown,unknown,2024-02-23 06:22:39.205000+00:00,11,4,0,2,0,0,midday,1,0.0,False,Low,Low,heavy_vehicle,deasel [person] hagide,
FKID001885,unplanned,vehicle_breakdown,closed,12.9767271,77.5139048,Non-corridor,Unknown,Jnanabharathi,unknown,unknown,2024-02-23 20:51:56.515000+00:00,2,5,1,2,0,1,late_night,1,0.0,False,Low,Low,private_car,ವೆಹಿಕಲ್ starting problem,20.946314283333333
FKID001886,unplanned,vehicle_breakdown,closed,12.9114369,77.5534029,Non-corridor,Unknown,K.S. Layout,unknown,unknown,2024-02-23 05:40:37.606000+00:00,11,4,0,2,0,0,midday,1,0.0,False,Low,Low,bmtc_bus,traffic slow,
FKID001887,unplanned,vehicle_breakdown,closed,13.0022687,77.5259577,Non-corridor,Unknown,Rajajinagar,unknown,unknown,2024-02-23 21:04:12.527000+00:00,2,5,1,2,0,1,late_night,1,0.0,False,Low,Low,heavy_vehicle,ಟೈರ್ ಬ್ಲಾಸ್ಟ್ ಆಗಿರುತ್ತದೆ,
FKID001888,unplanned,vehicle_breakdown,closed,12.9063191,77.5869003,ORR West 1,Unknown,J.P. Nagar,unknown,unknown,2024-02-23 20:11:42.870000+00:00,1,5,1,2,0,1,late_night,1,0.0,False,High,High,heavy_vehicle,ನಮಸ್ತೆ ಸರ್ ಪುಟ್ಟೇನಹಳ್ಳಿ [location] ಪಾಸ್ ನಿಂದ 14ನೇ ಮುಖ್ಯರಸ್ತೆ ಕಡೆಗೆ [person] ಗ್ಯಾಸ್ ಲಾರಿ ಅಪ್ಲೋಡ್ ಆಗಿದ್ದು ಸಂಚಾರಕ್ಕೆ ಯಾವುದೇ ತೊಂದರೆ ಇಲ್ಲ ಸರ್ ರೆಡಿ ಮಾಡ್ತಾ ಇದ್ದಾರೆ ಸರ್,54.41555578333334
FKID001889,unplanned,vehicle_breakdown,closed,12.988752,77.5105533,Magadi Road,Unknown,Kamakshipalya,unknown,unknown,2024-02-23 20:32:55.890000+00:00,2,5,1,2,0,1,late_night,1,0.0,False,High,High,heavy_vehicle,[person] ವಾಹನ ಆಫ್ ರೋಡ ಆಗಿರುತ್ತದೆ ನಿಯರ್ ಶಿವನಂದಿ ಪಾರ್ಟಿ ಹಾಲ್,
FKID001890,unplanned,water_logging,active,13.04239208,77.62506662,Hennur Main Road,Unknown,Hennuru,unknown,unknown,2024-02-23 21:27:37.833000+00:00,2,5,1,2,0,1,late_night,0,0.0,False,High,High,none,chember opened at main road,
FKID001891,unplanned,vehicle_breakdown,closed,13.0079964,77.6922572,Non-corridor,Unknown,K.R. Pura,unknown,unknown,2024-02-24 00:08:26.250000+00:00,5,5,1,2,0,1,early_morning,1,0.0,False,Low,Low,private_bus,,
FKID001892,unplanned,vehicle_breakdown,closed,12.9928216,77.5834901,Bellary Road 1,Unknown,High ground,unknown,unknown,2024-02-24 00:04:42.271000+00:00,5,5,1,2,0,1,early_morning,1,0.0,False,High,High,bmtc_bus,,27.87250365
FKID001893,unplanned,vehicle_breakdown,closed,12.9139817,77.6778533,Non-corridor,Unknown,Bellandur,unknown,unknown,2024-02-23 22:31:36.600000+00:00,4,5,1,2,0,1,late_night,1,0.0,False,Low,Low,lcv,,
FKID001894,planned,construction,closed,12.9697729,77.7009022,ORR East 2,Unknown,HAL Old Airport,unknown,unknown,2024-02-23 21:08:23.073000+00:00,2,5,1,2,0,1,late_night,0,0.0,False,High,High,none,[location] towards [person] and [person] towards [location] traffic movement will be slow due to [location] station piller work,
FKID001895,unplanned,vehicle_breakdown,closed,13.0013441,77.6787302,ORR East 2,Unknown,K.R. Pura,unknown,unknown,2024-02-23 20:03:20.247000+00:00,1,5,1,2,0,1,late_night,1,0.0,False,High,High,private_bus,[location] towards city on hanging bridge,
FKID001897,unplanned,others,closed,12.9889708,77.5078533,Magadi Road,Unknown,Kamakshipalya,unknown,unknown,2024-02-24 01:08:06.943000+00:00,6,5,1,2,0,0,early_morning,0,0.0,False,High,High,none,ashrya junction towards [location] city outgoing side traffic slow moment sir,55.317655916666666
FKID001898,unplanned,vehicle_breakdown,closed,13.032588,77.5334587,Tumkur Road,Unknown,Yeshwanthpura,unknown,unknown,2024-02-24 01:29:51.933000+00:00,6,5,1,2,0,0,early_morning,1,0.0,False,High,High,lcv,,
FKID001899,unplanned,vehicle_breakdown,closed,12.90458,77.6016321,Bannerghata Road,Unknown,J.P. Nagar,unknown,unknown,2024-02-23 23:05:29.405000+00:00,4,5,1,2,0,1,late_night,1,0.0,False,High,High,bmtc_bus,infrontof [location] bmtc bus off road due to tyre got puncher have left side no problem to traffic from [person] to roobi junction sir,
FKID001900,unplanned,vehicle_breakdown,closed,13.0405969,77.5893434,Bellary Road 1,Unknown,Kodigehalli,unknown,unknown,2024-02-23 22:37:56.906000+00:00,4,5,1,2,0,1,late_night,1,0.0,False,High,High,private_car,[person] flyover towords airport vehical offroad agide sir traffic [person] sir,
FKID001901,unplanned,vehicle_breakdown,closed,13.0251683,77.6597733,Non-corridor,Unknown,Hennuru,unknown,unknown,2024-02-24 02:33:23.253000+00:00,8,5,1,2,1,0,morning_rush,1,0.0,False,Low,Low,truck,technical problem sir,
FKID001902,unplanned,vehicle_breakdown,closed,13.0429073,77.5903872,Bellary Road 1,Unknown,Kodigehalli,unknown,unknown,2024-02-24 02:21:12.537000+00:00,7,5,1,2,1,0,morning_rush,1,0.0,False,High,High,others,towards nagavara,
FKID001903,unplanned,vehicle_breakdown,closed,12.919975,77.6200246,Hosur Road,Unknown,Madiwala,unknown,unknown,2024-02-24 03:58:06.609000+00:00,9,5,1,2,1,0,morning_rush,1,0.0,False,High,High,bmtc_bus,mps to darga break [person] sir mechanic [person] 20 minuts agute traffic normal moment ide sir,70.40309615
FKID001904,unplanned,vehicle_breakdown,closed,12.9507688,77.6995792,ORR East 1,Unknown,HAL Old Airport,unknown,unknown,2024-02-24 04:05:56.450000+00:00,9,5,1,2,1,0,morning_rush,1,0.0,False,High,High,lcv,vehicle breakdown [person] towards [person] bridge traffic slow movement,64.34689078333334
FKID001905,unplanned,vehicle_breakdown,closed,12.9760811,77.5881658,Non-corridor,Unknown,Cubbon Park,unknown,unknown,2024-02-24 03:35:52.241000+00:00,9,5,1,2,1,0,morning_rush,1,0.0,False,Low,Low,private_car,clutch failure,
FKID001906,unplanned,water_logging,closed,12.9123815,77.5672185,ORR West 1,Unknown,K.S. Layout,unknown,unknown,2024-02-24 03:42:01.129000+00:00,9,5,1,2,1,0,morning_rush,0,0.0,False,High,High,none,,245.19777885
FKID001907,unplanned,vehicle_breakdown,closed,12.9128853,77.6003295,Bannerghata Road,Unknown,Mico Layout,unknown,unknown,2024-02-23 23:24:33.626000+00:00,4,5,1,2,0,1,late_night,1,0.0,False,High,High,lcv,10 to 20 minutes it will removed,
FKID001908,unplanned,vehicle_breakdown,closed,12.9084083,77.6282267,Hosur Road,Unknown,HSR Layout,unknown,unknown,2024-02-24 04:32:01.237000+00:00,10,5,1,2,1,0,morning_rush,1,0.0,False,High,High,private_bus,"ಸರ್, ನಮಸ್ಕಾರ ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸಿಟಿ ಫ್ಲೈ ಓವರ್ towards city near [location] junction ತಮಿಳುನಾಡು ವಾಹನವು ಡೀಸೆಲ್ ಸಪ್ಲೈ ಆಗುತ್ತಿಲ್ಲದ ಕಾರಣ ಕೆಟ್ಟು ನಿಂತಿದೆ ಸಂಚಾರವು ಒಂದು ಸೈಡಲ್ಲಿ ಆಗುತ್ತಿದ್ದು ರೆಡಿ ಮಾಡಲು ಅರ್ಧ ಗಂಟೆ ಬೇಕಾಗುತ್ತದೆ ಎಂದು ಚಾಲಕರು ತಿಳಿಸಿರುತ್ತಾರೆ. ಪ್ಲೀಸ್ ನೋಟ್ ಸರ್",
FKID001909,unplanned,vehicle_breakdown,closed,13.0409777,77.5453239,ORR North 2,Unknown,Jalahalli,unknown,unknown,2024-02-24 05:51:08.841000+00:00,11,5,1,2,0,0,midday,1,0.0,False,High,High,others,vehicle break down,
FKID001910,unplanned,vehicle_breakdown,closed,12.9754646,77.6130964,Old Madras Road,Unknown,Cubbon Park,unknown,unknown,2024-02-24 04:41:33.562000+00:00,10,5,1,2,1,0,morning_rush,1,0.0,False,High,High,others,ಕೆ ಆರ್ ರೋಡ್ ಕಬ್ಬನ್ ರೋಡ್ ಜಂಕ್ಷನ್ ಟು ಮಣಿಪಾಲ್ ಸೆಂಟರ್ ಮದ್ಯದಲ್ಲಿ ಈ ವಾಹನವು ಅಪ್ಲೋಡ್ ಆಗಿರುತ್ತದೆ ಸಂಚಾರಕ್ಕೆ ಯಾವುದೇ ತೊಂದರೆ ಇರುವುದಿಲ್ಲ ಸರ್,
FKID001911,unplanned,vehicle_breakdown,closed,12.8701487,77.6533914,Hosur Road,Unknown,Electronic City,unknown,unknown,2024-02-24 05:37:59.709000+00:00,11,5,1,2,0,0,midday,1,0.0,False,High,High,bmtc_bus,hosa road [location] towards [location] sir,18.99817295
FKID001912,unplanned,others,closed,13.0412633,77.6224617,Hennur Main Road,Unknown,Hennuru,unknown,unknown,2024-02-24 06:45:23.254000+00:00,12,5,1,2,0,0,midday,0,0.0,False,High,High,none,manyata tech park towards kb tower kr [location] slow movement sir [person] limit metro work running sir,
FKID001913,unplanned,road_conditions,closed,12.9750673,77.5522502,Magadi Road,Unknown,Magadi Road,unknown,unknown,2024-02-24 06:26:12.727000+00:00,11,5,1,2,0,0,midday,0,0.0,False,High,High,none,due to starting problem a car off-road near [location] traffic flowing normal,
FKID001914,unplanned,vehicle_breakdown,closed,12.9823019,77.6333868,Old Madras Road,Unknown,Jeevanbheemanagar,unknown,unknown,2024-02-24 07:18:48.525000+00:00,12,5,1,2,0,0,midday,1,0.0,False,High,High,lcv,duble road towards anjaneya,5.209710783333334
FKID001915,unplanned,vehicle_breakdown,closed,12.9170192,77.5734491,Non-corridor,Unknown,Banashankari,unknown,unknown,2024-02-24 04:45:02.304000+00:00,10,5,1,2,1,0,morning_rush,1,0.0,False,Low,Low,bmtc_bus,will take 40 minutes to remove bus sir [person] is on tha way sir,
FKID001916,unplanned,vehicle_breakdown,closed,12.9581664,77.5541415,Mysore Road,Unknown,Chamarajpet,unknown,unknown,2024-02-24 04:53:39.333000+00:00,10,5,1,2,1,0,morning_rush,1,0.0,False,High,High,bmtc_bus,double gear not moving sir,
FKID001917,unplanned,congestion,closed,13.0444469,77.5829371,ORR North 2,Unknown,Kodigehalli,unknown,unknown,2024-02-24 05:15:32.869000+00:00,10,5,1,2,1,0,morning_rush,0,0.0,False,High,High,none,kride work at [location] to bhadrapp layout sir traffic slow moving sir,
FKID001918,unplanned,vehicle_breakdown,closed,13.0403449,77.5442776,ORR North 2,Unknown,Jalahalli,unknown,unknown,2024-02-24 07:21:07.584000+00:00,12,5,1,2,0,0,midday,1,0.0,False,High,High,private_car,car off road on mes road towards gg palya due to empty diesel,
FKID001919,unplanned,vehicle_breakdown,closed,12.96984981,77.74995681,Non-corridor,Unknown,Whitefield,unknown,unknown,2024-02-24 09:58:13.524000+00:00,15,5,1,2,0,0,midday,1,0.0,False,Low,Low,lcv,wheel cut no moment traffic normal sir,
FKID001920,unplanned,vehicle_breakdown,closed,12.9531858,77.5418331,Mysore Road,Unknown,Byatarayanapura,unknown,unknown,2024-02-24 08:14:13.211000+00:00,13,5,1,2,0,0,midday,1,0.0,False,High,High,bmtc_bus,[location] roed [person] sir,77.41273774999999
FKID001921,unplanned,others,active,13.0576167,77.4717417,Non-corridor,Unknown,No Police Station,unknown,unknown,2024-02-24 08:26:02.997000+00:00,13,5,1,2,0,0,midday,0,0.0,False,Low,Low,none,public event,
FKID001922,unplanned,vehicle_breakdown,closed,12.9610365,77.6383557,Old Airport Road,Unknown,Halasur,unknown,unknown,2024-02-24 11:26:32.724000+00:00,16,5,1,2,0,0,evening_rush,1,0.0,False,High,High,truck,traffic no prablm sir,69.93821856666666
FKID001923,unplanned,vehicle_breakdown,closed,12.9759083,77.6126967,Old Madras Road,Unknown,Shivajinagar,unknown,unknown,2024-02-24 04:45:35.631000+00:00,10,5,1,2,1,0,morning_rush,1,0.0,False,High,High,others,ಕೆ ಆರ್ ರೋಡ್ ಕಬ್ಬನ್ ರೋಡ್ ಜಂಕ್ಷನ್ ನಿಂದ ಮಣಿಪಾಲ್ ಜಂಕ್ಷನ್ ಕಡೆಗೆ ಈ ವಾಹನವು ಆಫ್ ಲೋಡ್ ಆಗಿರುತ್ತದೆ ಸಂಚಾರಕ್ಕೆ ಯಾವುದೇ ತೊಂದರೆ ಇರುವುದಿಲ್ಲ ಸರ್,
FKID001924,unplanned,vehicle_breakdown,closed,12.9224,77.6582723,ORR East 1,Unknown,Bellandur,unknown,unknown,2024-02-24 08:52:18.969000+00:00,14,5,1,2,0,0,midday,1,0.0,False,High,High,bmtc_bus,[person] to agar service rd power problem traffic moving sir,
FKID001926,unplanned,vehicle_breakdown,closed,12.8016982,77.7102952,Non-corridor,Unknown,No Police Station,unknown,unknown,2024-02-24 12:36:34.672000+00:00,18,5,1,2,1,0,evening_rush,1,0.0,False,Low,Low,private_bus,[vehicle] private bus off road chandapura under railway [person] towards [location] traffic slow movement sir,
FKID001927,unplanned,vehicle_breakdown,closed,12.8020944,77.7091929,Non-corridor,Unknown,No Police Station,unknown,unknown,2024-02-24 12:35:12.564000+00:00,18,5,1,2,1,0,evening_rush,1,0.0,False,Low,Low,private_bus,[vehicle] private bus off road [location],
FKID001928,unplanned,vehicle_breakdown,closed,12.9528091,77.5374448,West of Chord Road,Unknown,Byatarayanapura,unknown,unknown,2024-02-24 18:51:56.879000+00:00,0,6,1,2,0,1,late_night,1,0.0,False,High,High,heavy_vehicle,incoming side near [location] near [location] traffic no problem,35.05276381666667
FKID001929,unplanned,accident,closed,13.1330567,77.695735,Non-corridor,Unknown,Chikkajala,unknown,unknown,2024-02-24 19:19:04.077877+00:00,0,6,1,2,0,1,late_night,0,0.0,False,Low,Low,none,,52.07746276666667
FKID001930,planned,construction,closed,12.969732,77.7005722,ORR East 2,Unknown,HAL Old Airport,unknown,unknown,2024-02-24 21:02:00.625000+00:00,2,6,1,2,0,1,late_night,0,0.0,False,High,High,none,karthiknagara towards [person] and [person] towards [location] traffic movement will be slow due to [location] station piller work,
FKID001931,unplanned,construction,closed,12.9985422,77.6004573,Non-corridor,Unknown,R.T. Nagar,unknown,unknown,2024-02-24 16:34:45.322000+00:00,22,5,1,2,0,1,night,0,0.23669266742509928,True,Low,Low,none,bwssb work in progress nandhidurga road haz camp to jcn ps junction road closed.,
FKID001932,unplanned,construction,closed,12.9957499,77.6019535,Non-corridor,Unknown,R.T. Nagar,unknown,unknown,2024-02-24 16:40:51.822000+00:00,22,5,1,2,0,1,night,0,0.023909923001460207,True,Low,Low,none,bwssb work in progress,
FKID001933,unplanned,others,closed,12.9747652,77.5770774,Non-corridor,Unknown,Upparpet,unknown,unknown,2024-02-24 21:20:38.643000+00:00,2,6,1,2,0,1,late_night,0,0.0,False,Low,Low,none,kg road [location] near towards magestic [location] bus battery problem,17.6889574
FKID001935,unplanned,accident,closed,12.8642767,77.6578583,Non-corridor,Unknown,Electronic City,unknown,unknown,2024-02-24 20:43:28.684000+00:00,2,6,1,2,0,1,late_night,0,0.0,False,Low,Low,none,madival to e city ply over,
FKID001936,unplanned,vehicle_breakdown,closed,12.9769148,77.5892897,Non-corridor,Unknown,Cubbon Park,unknown,unknown,2024-02-24 19:08:58.309000+00:00,0,6,1,2,0,1,late_night,1,0.0,False,Low,Low,bmtc_bus,traffic narmal,
FKID001937,unplanned,others,closed,12.9125622,77.5673106,ORR West 1,Unknown,K.S. Layout,unknown,unknown,2024-02-25 00:02:34.056000+00:00,5,6,1,2,0,1,early_morning,0,0.0,False,High,High,none,water leakage somany,13.282436566666666
FKID001938,unplanned,vehicle_breakdown,closed,13.0347162,77.5340129,Tumkur Road,Unknown,Yeshwanthpura,unknown,unknown,2024-02-24 21:31:01.612000+00:00,3,6,1,2,0,1,late_night,1,0.0,False,High,High,heavy_vehicle,starting problem near srs upramp towards outgoing traffic no problem sir,
FKID001939,unplanned,vehicle_breakdown,closed,12.9735163,77.5797975,Non-corridor,Unknown,Upparpet,unknown,unknown,2024-02-24 21:54:43.585000+00:00,3,6,1,2,0,1,late_night,1,0.0,False,Low,Low,bmtc_bus,air pipe breakdown,33.299465850000004
FKID001940,unplanned,vehicle_breakdown,closed,13.0288936,77.5401833,Tumkur Road,Unknown,Yeshwanthpura,unknown,unknown,2024-02-24 23:01:52.728000+00:00,4,6,1,2,0,1,late_night,1,0.0,False,High,High,private_car,car off raod mutyalamma towards gg palya one side movement,64.56195151666667
FKID001941,unplanned,vehicle_breakdown,closed,12.9234922,77.61877,Hosur Road,Unknown,Madiwala,unknown,unknown,2024-02-25 00:45:16.418000+00:00,6,6,1,2,0,0,early_morning,1,0.0,False,High,High,truck,ಅಯ್ಯಪ್ಪ ಎಂಪಿಎಸ್ ಇಂದ ಅಯ್ಯಪ್ಪ ಬರುವ ಕಡೆಗೆ,35.21883235
FKID001942,unplanned,others,closed,12.9560396,77.6211669,Non-corridor,Unknown,Ashok Nagar,unknown,unknown,2024-02-25 01:17:34.011000+00:00,6,6,1,2,0,0,early_morning,0,0.0,False,Low,Low,none,wheel base struck,31.519939366666666
FKID001943,planned,construction,closed,13.0304134,77.5372098,Tumkur Road,Unknown,Yeshwanthpura,unknown,unknown,2024-02-25 00:34:02.743000+00:00,6,6,1,2,0,0,early_morning,0,0.0016193099447072545,True,High,High,none,,
FKID001944,unplanned,congestion,closed,13.0413786,77.621576,Hennur Main Road,Unknown,Hennuru,unknown,unknown,2024-02-25 00:14:15.814000+00:00,5,6,1,2,0,1,early_morning,0,0.0,False,High,High,none,slow movement traffic towards keb junction due to [location] work,108.22733615
FKID001945,unplanned,vehicle_breakdown,closed,12.9671821,77.5944014,Mysore Road,Unknown,Halasuru Gate,unknown,unknown,2024-02-24 19:29:57.833000+00:00,0,6,1,2,0,1,late_night,1,0.010381362482564188,True,High,High,bmtc_bus,vehicle break down aagide starting [person] sir,
FKID001946,unplanned,vehicle_breakdown,closed,13.0773066,77.4310221,Non-corridor,Unknown,No Police Station,unknown,unknown,2024-02-24 20:10:43.506000+00:00,1,6,1,2,0,1,late_night,1,0.0,False,Low,Low,heavy_vehicle,,
FKID001947,unplanned,vehicle_breakdown,closed,12.9700189,77.587367,Mysore Road,Unknown,Halasuru Gate,unknown,unknown,2024-02-25 02:12:45.784000+00:00,7,6,1,2,1,0,morning_rush,1,0.0,False,High,High,bmtc_bus,,
FKID001948,unplanned,vehicle_breakdown,closed,12.9700189,77.587367,Mysore Road,Unknown,Halasuru Gate,unknown,unknown,2024-02-25 02:12:45.784000+00:00,7,6,1,2,1,0,morning_rush,1,0.0,False,High,High,bmtc_bus,,2.2310387166666668
FKID001949,unplanned,vehicle_breakdown,closed,12.9662158,77.6066903,Mysore Road,Unknown,Ashok Nagar,unknown,unknown,2024-02-25 03:41:18.177000+00:00,9,6,1,2,1,0,morning_rush,1,0.0,False,High,High,bmtc_bus,starting problam,57.2864581
FKID001950,unplanned,vehicle_breakdown,closed,12.9616217,77.5605746,Mysore Road,Unknown,Chamarajpet,unknown,unknown,2024-02-24 23:38:20.278000+00:00,5,6,1,2,0,1,early_morning,1,0.0,False,High,High,bmtc_bus,,
FKID001951,unplanned,vehicle_breakdown,closed,12.8906153,77.598287,Bannerghata Road,Unknown,Mico Layout,unknown,unknown,2024-02-25 02:16:55.738000+00:00,7,6,1,2,1,0,morning_rush,1,0.0,False,High,High,private_car,vehicle not moving due engine problem,61.725270716666664
FKID001952,unplanned,vehicle_breakdown,closed,13.0755,77.4322525,Non-corridor,Unknown,No Police Station,unknown,unknown,2024-02-25 02:56:59.838000+00:00,8,6,1,2,1,0,morning_rush,1,0.0,False,Low,Low,heavy_vehicle,this vehicle off road towards [location] main track on flyover dasanapura traffic normal moving sir,
FKID001953,unplanned,vehicle_breakdown,closed,12.9672067,77.5942167,Mysore Road,Unknown,Halasuru Gate,unknown,unknown,2024-02-24 23:39:32.274000+00:00,5,6,1,2,0,1,early_morning,1,0.0,False,High,High,bmtc_bus,engine problem,
FKID001954,unplanned,vehicle_breakdown,closed,12.8387034,77.677288,Non-corridor,Unknown,Electronic City,unknown,unknown,2024-02-25 03:44:26.145000+00:00,9,6,1,2,1,0,morning_rush,1,0.0818311054227875,True,Low,Low,truck,lory of road versandra [location] sir,144.07803846666667
FKID001955,unplanned,vehicle_breakdown,closed,12.9895692,77.5929043,Non-corridor,Unknown,High ground,unknown,unknown,2024-02-25 02:22:31.788000+00:00,7,6,1,2,1,0,morning_rush,1,0.0,False,Low,Low,heavy_vehicle,vehicle offroad due to starting problem,
FKID001956,unplanned,vehicle_breakdown,closed,13.0425383,77.5875,Bellary Road 1,Unknown,Kodigehalli,unknown,unknown,2024-02-25 02:20:05.255000+00:00,7,6,1,2,1,0,morning_rush,1,0.0,False,High,High,private_bus,hebbal cricle towards badrappa layout slow moving traffic,
FKID001957,unplanned,others,closed,12.9669716,77.5878694,Mysore Road,Unknown,Halasuru Gate,unknown,unknown,2024-02-25 05:38:30.045000+00:00,11,6,1,2,0,0,midday,0,0.008273832624517335,True,High,High,none,houdson to ps jn,
FKID001958,unplanned,vehicle_breakdown,closed,12.9670049,77.5880678,Mysore Road,Unknown,Halasuru Gate,unknown,unknown,2024-02-25 05:29:33.170000+00:00,10,6,1,2,1,0,morning_rush,1,0.0,False,High,High,bmtc_bus,,9.91719885
FKID001959,unplanned,vehicle_breakdown,closed,12.9873679,77.5880617,Bellary Road 1,Unknown,High ground,unknown,unknown,2024-02-25 04:24:10.672000+00:00,9,6,1,2,1,0,morning_rush,1,0.0,False,High,High,heavy_vehicle,heavy vehicle [person] road near balaburi gest house sir,95.13714321666666
FKID001960,unplanned,vehicle_breakdown,closed,13.1405683,77.6175583,Bellary Road 2,Unknown,Chikkajala,unknown,unknown,2024-02-25 05:30:11.119000+00:00,11,6,1,2,0,0,midday,1,0.0,False,High,High,others,ನಮಸ್ತೆ ಸರ್. ಇದು ಬುಲೆರೋ ವಾಹನ ಎಕ್ಸೆಲ್ ಕಟ್ಟಾಗಿ ಅಪ್ಲೋಡ್ ಆಗಿರುತ್ತದೆ ಹುಣಸೆ ಮಾರನಹಳ್ಳಿ ಫ್ಲವರ್ ಬೆಂಗಳೂರು ಸಿಟಿ ಕಡೆ,36.75851303333333
FKID001961,unplanned,vehicle_breakdown,closed,12.9661525,77.606514,Mysore Road,Unknown,Ashok Nagar,unknown,unknown,2024-02-25 05:11:12.689000+00:00,10,6,1,2,1,0,morning_rush,1,0.0,False,High,High,bmtc_bus,starting problam air leakage,135.56645735
FKID001962,unplanned,vehicle_breakdown,closed,13.0429419,77.5510705,ORR North 2,Unknown,Jalahalli,unknown,unknown,2024-02-25 04:37:16.488000+00:00,10,6,1,2,1,0,morning_rush,1,0.0,False,High,High,lcv,due to starting problem sir traffic one side moment,175.78652098333333
FKID001963,unplanned,vehicle_breakdown,closed,13.042595,77.5500417,ORR North 2,Unknown,Jalahalli,unknown,unknown,2024-02-25 02:28:04.881000+00:00,7,6,1,2,1,0,morning_rush,1,0.0,False,High,High,heavy_vehicle,hgv off road on mes road towards gg palya,
FKID001964,unplanned,vehicle_breakdown,closed,12.9743893,77.578041,Non-corridor,Unknown,Upparpet,unknown,unknown,2024-02-25 02:32:21.912000+00:00,8,6,1,2,1,0,morning_rush,1,0.0,False,Low,Low,bmtc_bus,joint rod brocken,
FKID001965,planned,construction,closed,13.0208989,77.5283508,Non-corridor,Unknown,Rajajinagar,unknown,unknown,2024-02-25 05:46:50.367000+00:00,11,6,1,2,0,0,midday,0,0.01614554209327132,True,Low,Low,none,vehicle diversion work bda at [location],
FKID001966,unplanned,vehicle_breakdown,closed,12.9715774,77.58688,Non-corridor,Unknown,Halasuru Gate,unknown,unknown,2024-02-25 06:07:12.741000+00:00,11,6,1,2,0,0,midday,1,0.003673521860138684,True,Low,Low,heavy_vehicle,,
FKID001967,unplanned,vehicle_breakdown,closed,13.0324115,77.5408009,ORR North 2,Unknown,Yeshwanthpura,unknown,unknown,2024-02-25 06:39:24.154000+00:00,12,6,1,2,0,0,midday,1,0.0,False,High,High,truck,,
FKID001968,unplanned,vehicle_breakdown,closed,12.9698083,77.5870921,Mysore Road,Unknown,Halasuru Gate,unknown,unknown,2024-02-25 06:12:54.804000+00:00,11,6,1,2,0,0,midday,1,0.0056338521503689724,True,High,High,heavy_vehicle,[location] road,13.030755666666666
FKID001969,unplanned,vehicle_breakdown,closed,12.9899532,77.5027422,Magadi Road,Unknown,Kamakshipalya,unknown,unknown,2024-02-25 06:09:46.899000+00:00,11,6,1,2,0,0,midday,1,0.0,False,High,High,others,sunkadakatte towards herohalli city outgoing side off road sir traffic normal sir,29.79472086666667
FKID001971,unplanned,vehicle_breakdown,closed,13.0816411,77.548486,Non-corridor,Unknown,Yelahanka,unknown,unknown,2024-02-25 07:05:46.672000+00:00,12,6,1,2,0,0,midday,1,0.0,False,Low,Low,lcv,,
FKID001972,unplanned,pot_holes,closed,12.8806254,77.5963183,Bannerghata Road,South Zone 2,Hulimavu,unknown,HulimaveRd-BanneraghattaRdJunc,2023-12-15 22:26:32.913000+00:00,3,5,1,12,0,1,late_night,0,0.0,False,High,High,none,potholes,
